ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Date,Year,Month,Day_of_Week,Hour
A-1185233,2,2021-09-04 17:31:00,2021-09-04 19:07:00,45.576583,-122.54476499999998,45.59718400000001,-122.550071,1.446,Stationary traffic on Veterans Memorial Fwy N - I-205 N - E Portland Fwy N from Airport Way/Exit 24 (I-205) to WA-14/Exit 27 (I-205) due to accident.,,E Portland Fwy N,R,Portland,Multnomah,OR,97230,US,US/Pacific,KTTD,2021-09-04 17:53:00,87.0,87.0,20.0,29.89,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-04,2021,9,5,17
A-1185439,2,2021-12-18 16:23:24,2021-12-19 00:23:24,45.552592,-122.578645,45.55243,-122.57865,0.011,Police activity has all SB lanes closed at Sandy Blvd. Use alternate route.,4121.0, NE 82nd Ave,L,Portland,Multnomah,OR,97220-4953,US,US/Pacific,KPDX,2021-12-18 16:29:00,51.0,51.0,80.0,29.86,6.0,WSW,13.0,0.05,Light Rain,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,2021-12-18,2021,12,5,16
A-1185829,2,2021-05-05 13:48:00,2021-05-05 17:47:30,45.542405,-122.562213,45.522683,-122.565541,1.372,Slow traffic on E Portland Fwy S - Veterans Memorial Fwy S - I-205 S from US-30 Bus/Columbia Blvd/Exit 23 (I-205) to I-84/US-30/Exit 21 (I-205) due to accident.,,E Portland Fwy S,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-05-05 13:53:00,75.0,75.0,36.0,29.87,10.0,NW,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-05-05,2021,5,2,13
A-1185939,2,2021-12-26 13:56:04,2021-12-26 15:41:04,45.435068,-122.761894,45.431674,-122.758509,0.286,Incident on OR-217 SB near MP 5 Drive with caution.,,Beaverton Tigard Fwy S,R,Portland,Washington,OR,97223,US,US/Pacific,KHIO,2021-12-26 13:53:00,35.0,27.0,76.0,29.3,10.0,S,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-12-26,2021,12,6,13
A-1185940,2,2021-09-20 17:47:38,2021-09-20 19:32:38,45.438348,-122.766627,45.431668,-122.758497,0.607,Incident on OR-217 SB near MP 5 Drive with caution.,,Beaverton Tigard Fwy S,R,Portland,Washington,OR,97223,US,US/Pacific,KHIO,2021-09-20 17:53:00,70.0,70.0,46.0,30.05,10.0,NNE,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-20,2021,9,0,17
A-1185989,2,2021-12-20 00:49:42,2021-12-20 08:49:42,45.507012,-122.670754,45.505522,-122.677074,0.3229999999999999,Police activity has the left lane closed on the SB ramp to I-5 NB. Use caution.,,I-5 S,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-12-20 00:53:00,41.0,38.0,86.0,29.91,5.0,ESE,5.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-12-20,2021,12,0,0
A-1185990,2,2021-04-21 12:16:48,2021-04-21 14:16:48,45.507314,-122.670248,45.507009,-122.67077,0.033,A disabled vehicle is blocking the nb rt lane on the marquam bridge. Use caution.,,I-5 S,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-04-21 11:53:00,65.0,65.0,45.0,30.03,10.0,WNW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-04-21,2021,4,2,12
A-1185991,2,2021-04-12 07:27:38,2021-04-12 09:27:38,45.507012,-122.670754,45.501782,-122.674234,0.3989999999999999,Left lane closed on the ramp from the Marquam Bridge to NB I-405 due to stall. Use caution.,,I-5 S,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-04-12 07:53:00,40.0,36.0,65.0,30.22,10.0,W,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-04-12,2021,4,0,7
A-1186433,2,2021-08-04 12:31:30,2021-08-04 14:31:30,45.529972,-122.646056,45.525382,-122.662056,0.8370000000000001,Left lane closed on the ramp to SB I-5 due to stall. Use caution.,,I-84 W,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-08-04 12:53:00,82.0,82.0,45.0,29.93,10.0,WNW,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-08-04,2021,8,2,12
A-1186473,2,2021-03-13 08:57:17,2021-03-13 10:57:17,45.549756,-122.678779,45.541486,-122.678679,0.5710000000000001,Hazardous debris is causing no to minimum delays. Use caution.,,I-5 S,R,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2021-03-13 08:53:00,44.0,40.0,68.0,30.25,10.0,E,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-13,2021,3,5,8
A-1186710,2,2021-11-19 08:18:50.000000000,2021-11-19 09:18:50.000000000,45.505471,-122.78084,45.510329,-122.783195,0.354,An unconfirmed report of a vehicle fire has been received. Use caution.,,Beaverton Tigard Fwy N,R,Portland,Washington,OR,97225,US,US/Pacific,KHIO,2021-11-19 07:53:00,48.0,44.0,89.0,29.85,10.0,WNW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-19,2021,11,4,8
A-1186990,2,2021-11-05 01:00:13.000000000,2021-11-05 04:45:00.000000000,45.525356,-122.665426,45.514951,-122.667713,0.727,Incident on I-5 SB near MP 301 Right lane blocked. Expect delays.,,I-5 S,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-11-05 00:53:00,52.0,52.0,80.0,29.99,10.0,ESE,9.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-11-05,2021,11,4,1
A-1187523,2,2021-08-25 17:44:19.000000000,2021-08-25 19:29:19.000000000,45.457531,-122.784689,45.453787,-122.784612,0.259,Incident on OR-217 SB near MP 4 Right lane blocked. Expect delays.,,Beaverton Tigard Fwy S,R,Portland,Washington,OR,97223,US,US/Pacific,KHIO,2021-08-25 17:53:00,78.0,78.0,37.0,29.77,10.0,NNE,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-08-25,2021,8,2,17
A-1187550,2,2021-07-13 06:11:08.000000000,2021-07-13 08:11:08.000000000,45.505465,-122.673288,45.516752,-122.667117,0.835,A stall has the NB right lane closed near I-84 exit 301. the Use caution.,,I-5 N,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-07-13 05:53:00,59.0,59.0,78.0,30.08,10.0,NNW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-13,2021,7,1,6
A-1187551,2,2021-03-07 20:43:31.000000000,2021-03-07 22:28:31.000000000,45.50675,-122.671089,45.517628,-122.666884,0.779,A crash has the left lane closed NB on the Marquam Bridge use caution.,,Marquam Bridge,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-03-07 20:53:00,41.0,36.0,86.0,30.15,10.0,ESE,8.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-03-07,2021,3,6,20
A-1187939,2,2021-10-25 14:48:44.000000000,2021-10-25 15:48:44.000000000,45.515602,-122.688509,45.516954,-122.687783,0.1,A crash has occurred causing no to minimum delays. Use caution.,,I-405 N,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-10-25 14:53:00,55.0,55.0,72.0,29.58,10.0,S,9.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-25,2021,10,0,14
A-1187940,2,2021-07-22 16:00:37.000000000,2021-07-22 17:45:37.000000000,45.518314,-122.687052,45.519527,-122.6864,0.09,A crash has occurred causing no to minimum delays. Use caution.,,I-405 N,R,Portland,Multnomah,OR,97205,US,US/Pacific,KPDX,2021-07-22 15:53:00,81.0,81.0,25.0,30.08,10.0,NNW,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-22,2021,7,3,16
A-1187941,2,2021-07-19 15:26:29.000000000,2021-07-19 17:26:29.000000000,45.519687,-122.686314,45.520975,-122.685689,0.094,An unconfirmed report of a disabled vehicle creating a hazard has been received. Use caution.,,I-405 N,R,Portland,Multnomah,OR,97205,US,US/Pacific,KPDX,2021-07-19 15:53:00,87.0,87.0,28.0,30.03,10.0,WNW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-19,2021,7,0,15
A-1187942,2,2021-07-07 16:09:38.000000000,2021-07-07 17:09:38.000000000,45.51827700000001,-122.687062,45.522357,-122.685732,0.289,An unconfirmed report of a crash has been received. Use caution.,,I-405 N,R,Portland,Multnomah,OR,97205,US,US/Pacific,KPDX,2021-07-07 15:53:00,71.0,71.0,57.0,30.03,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-07,2021,7,2,16
A-1188060,2,2021-12-04 20:02:44.000000000,2021-12-04 21:47:44.000000000,45.506627,-122.713298,45.515479,-122.699651,0.9,Incident on US-26 EB near MP 72 Left lane blocked.,,Sunset Hwy E,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-12-04 19:57:00,51.0,51.0,89.0,30.21,6.0,W,9.0,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-12-04,2021,12,5,20
A-1188061,2,2021-11-07 06:22:02.000000000,2021-11-07 07:22:02.000000000,45.506474,-122.714385,45.514694,-122.700595,0.877,A crash has the EB left and right lanes closed near the zoo. Use caution.,,Sunset Hwy E,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-11-07 05:53:00,45.0,40.0,76.0,30.11,10.0,S,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2021-11-07,2021,11,6,6
A-1188150,2,2021-03-07 09:24:03.000000000,2021-03-07 11:24:03.000000000,45.473967,-122.565761,45.460187,-122.572031,0.999,An abandoned vehicle is creating a hazard. There should be no to minimum delay to traffic. Use caution.,,E Portland Fwy S,R,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2021-03-07 09:53:00,47.0,42.0,68.0,30.14,10.0,S,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-03-07,2021,3,6,9
A-1188515,2,2021-11-13 12:18:18.000000000,2021-11-13 14:18:18.000000000,45.508674,-122.73658,45.508725,-122.731776,0.233,An unconfirmed report of hazardous debris has been received. Use caution.,,Sunset Hwy E,R,Portland,Multnomah,OR,97221,US,US/Pacific,KPDX,2021-11-13 11:53:00,52.0,52.0,89.0,30.25,10.0,WNW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-13,2021,11,5,12
A-1188516,2,2021-08-05 14:16:48.000000000,2021-08-05 16:16:48.000000000,45.508707,-122.738367,45.508757,-122.731547,0.33,An unconfirmed report of a disabled vehicle creating a hazard has been received. Use caution.,,Sunset Hwy E,R,Portland,Multnomah,OR,97221,US,US/Pacific,KPDX,2021-08-05 13:53:00,81.0,81.0,45.0,29.96,10.0,NW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-08-05,2021,8,3,14
A-1188574,2,2021-05-22 13:56:03.000000000,2021-05-22 14:56:03.000000000,45.43363,-122.578769,45.43363,-122.579191,0.02,An unconfirmed report of a crash has been received. Use caution.,8198.0, SE Sunnyside Dr,R,Portland,Clackamas,OR,97222-1259,US,US/Pacific,KPDX,2021-05-22 13:53:00,62.0,62.0,52.0,30.09,10.0,VAR,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-05-22,2021,5,5,13
A-1188641,2,2021-12-11 17:06:55.000000000,2021-12-11 18:06:55.000000000,45.443662,-122.777235,45.444259,-122.777029,0.042,A crash has the NB left lane closed at Greenburg. Use caution.,,SW Greenburg Rd,R,Portland,Washington,OR,97223,US,US/Pacific,KHIO,2021-12-11 16:53:00,42.0,38.0,96.0,29.38,10.0,SSE,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2021-12-11,2021,12,5,17
A-1188642,2,2021-07-29 12:49:10.000000000,2021-07-29 14:49:10.000000000,45.443004,-122.777549,45.444254,-122.777019,0.09,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution. Ramps Affected.,,SW Greenburg Rd,R,Portland,Washington,OR,97223,US,US/Pacific,KHIO,2021-07-29 12:53:00,91.0,91.0,26.0,29.77,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2021-07-29,2021,7,3,12
A-1188650,2,2021-09-12 15:25:58.000000000,2021-09-12 17:25:58.000000000,45.547589,-122.548466,45.54300900000001,-122.559496,0.62,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution.,,I-84 W,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-09-12 15:53:00,75.0,75.0,40.0,30.09,10.0,NE,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-12,2021,9,6,15
A-1189121,2,2021-03-23 00:22:20.000000000,2021-03-23 02:07:20.000000000,45.462363,-122.570655,45.460501,-122.571877,0.142,A crash has the right lane closed SB prior to the Johnson Creek exit use caution.,,E Portland Fwy S,R,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2021-03-23 00:53:00,40.0,37.0,79.0,30.32,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-03-23,2021,3,1,0
A-1189749,2,2021-07-23 14:32:51.000000000,2021-07-23 18:55:22.000000000,45.418861,-122.744183,45.32454,-122.769539,6.6320000000000014,Stationary traffic on Pacific Highway 1 S - I-5 S from Haines St/Exit 293 (I-5) to Wilsonville Rd/Exit 283 (I-5) due to accident.,,I-5 S,R,Portland,Washington,OR,97223,US,US/Pacific,KHIO,2021-07-23 14:53:00,82.0,82.0,29.0,29.97,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-23,2021,7,4,14
A-1189788,2,2021-07-28 12:08:00.000000000,2021-07-28 19:06:00.000000000,45.546929,-122.678472,45.524191,-122.665481,1.692,Stationary traffic on US-30 E - Pacific Highway 1 S - I-5 S from Killingsworth St/Exit 303 (I-5) to OR-99E/Exit 300 (I-5) due to accident.,,I-5 S,R,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2021-07-28 11:53:00,77.0,77.0,50.0,30.07,10.0,W,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-28,2021,7,2,12
A-1189863,2,2021-08-02 08:28:51.000000000,2021-08-02 09:28:51.000000000,45.528647,-122.602652,45.53167,-122.617221,0.735,The onramp from Glisan to WB 84 closed due to crash use caution. Ramps Affected.,,I-84 W,R,Portland,Multnomah,OR,97213,US,US/Pacific,KPDX,2021-08-02 08:53:00,65.0,65.0,73.0,30.09,10.0,N,9.0,0.0,Mostly Cloudy,True,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day,2021-08-02,2021,8,0,8
A-1190020,2,2021-12-27 09:00:17.000000000,2021-12-27 10:00:17.000000000,45.535379,-122.691439,45.530789,-122.687069,0.381,Right lane closed on the ramp to I-405 due to crash use caution.,,US-30 E,R,Portland,Multnomah,OR,97209,US,US/Pacific,KPDX,2021-12-27 08:53:00,26.0,15.0,78.0,29.8,10.0,NW,13.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-12-27,2021,12,0,9
A-1190888,2,2021-12-05 09:54:07.000000000,2021-12-05 10:54:07.000000000,45.503236,-122.56516,45.508226,-122.56523,0.345,A crash has occurred causing no to minimum delays. Use caution.,,E Portland Fwy N,R,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2021-12-05 09:53:00,42.0,42.0,79.0,30.55,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-12-05,2021,12,6,9
A-1190889,2,2021-11-11 10:13:38.000000000,2021-11-11 11:58:38.000000000,45.493773,-122.565354,45.503233,-122.565144,0.654,Incident on I-205 NB near MP 19 Drive with caution.,,E Portland Fwy N,R,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2021-11-11 10:10:00,52.0,52.0,89.0,30.19,10.0,E,12.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-11,2021,11,3,10
A-1190890,2,2021-04-11 06:51:39.000000000,2021-04-11 08:36:39.000000000,45.504369,-122.565145,45.507855,-122.5652,0.241,Incident on I-205 NB near MP 19 Drive with caution.,,SE Division St,R,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2021-04-11 06:53:00,33.0,33.0,82.0,30.34,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-04-11,2021,4,6,6
A-1190891,2,2021-04-07 20:15:13.000000000,2021-04-07 22:15:13.000000000,45.503464,-122.565158,45.504369,-122.565145,0.063,Hazardous debris is causing no to minimum delays. Use caution.,,E Portland Fwy N,R,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2021-04-07 19:53:00,50.0,50.0,63.0,30.11,10.0,SW,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2021-04-07,2021,4,2,20
A-1191504,2,2021-07-09 20:25:12.000000000,2021-07-10 04:25:12.000000000,45.547589,-122.548466,45.54300900000001,-122.559496,0.62,A fire is in the area. Use an alternate route.,,I-84 W,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-07-09 20:53:00,81.0,81.0,49.0,29.97,10.0,NW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-09,2021,7,4,20
A-1191859,2,2021-12-10 14:31:00.000000000,2021-12-10 17:46:00.000000000,45.530749,-122.686837,45.54838,-122.678628,1.281,Slow traffic on Fremont Brg - US-30 E - I-405 N from Everett St/Exit 2 (I-405) to I-5 (Portland) (North) (I-405) due to accident.,,Fremont Bridge,R,Portland,Multnomah,OR,97209,US,US/Pacific,KPDX,2021-12-10 14:53:00,47.0,42.0,77.0,30.11,10.0,S,12.0,0.0,Cloudy,False,False,True,False,True,False,True,False,False,True,False,False,False,Day,Day,Day,Day,2021-12-10,2021,12,4,14
A-1192148,2,2021-11-18 11:46:20.000000000,2021-11-18 19:46:20.000000000,45.439453,-122.751246,45.439755,-122.751322,0.021,There is a pothole in the lane of travel causing a hazard. Use caution.,11157.0, SW 72nd Ave,L,Portland,Washington,OR,97223,US,US/Pacific,KHIO,2021-11-18 11:53:00,44.0,41.0,85.0,29.66,10.0,WNW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-18,2021,11,3,11
A-1192463,2,2021-04-07 09:34:58.000000000,2021-04-07 11:34:58.000000000,45.505535,-122.679839,45.507015,-122.67064,0.457,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution.,,I-405 S,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-04-07 09:53:00,46.0,44.0,71.0,30.15,10.0,S,5.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-04-07,2021,4,2,9
A-1192605,2,2021-11-11 19:42:55.000000000,2021-11-11 21:27:55.000000000,45.510793,-122.706655,45.511442,-122.705554,0.07,A crash has occurred causing no to minimum delays. Use caution.,,Sunset Hwy E,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-11-11 19:53:00,55.0,55.0,93.0,30.13,8.0,E,8.0,0.16,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-11-11,2021,11,3,19
A-1192606,2,2021-06-12 19:14:19.000000000,2021-06-12 20:59:19.000000000,45.506433,-122.715429,45.511443,-122.705539,0.591,A crash has occurred causing no to minimum delays. Use caution.,,Sunset Hwy E,R,Portland,Multnomah,OR,97221,US,US/Pacific,KPDX,2021-06-12 18:53:00,72.0,72.0,59.0,29.79,10.0,WNW,8.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-12,2021,6,5,19
A-1192734,2,2021-04-09 21:02:23,2021-04-09 23:02:23,45.533904,-122.6262,45.530179,-122.641518,0.785,A stall has the Westbound right lane closed near 33rd use caution.,,I-84 W,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-04-09 20:53:00,50.0,50.0,52.0,30.13,10.0,SW,14.0,0.0,Mostly Cloudy,False,False,False,False,True,False,True,False,False,False,False,False,False,Night,Night,Night,Day,2021-04-09,2021,4,4,21
A-1192928,2,2021-08-23 15:03:18,2021-08-23 17:03:18,45.426052,-122.751027,45.427972,-122.754407,0.211,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution.,,Beaverton Tigard Fwy N,R,Portland,Washington,OR,97223,US,US/Pacific,KHIO,2021-08-23 14:53:00,71.0,71.0,38.0,29.79,10.0,N,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-08-23,2021,8,0,15
A-1192968,2,2021-10-07 06:50:34,2021-10-07 09:35:34,45.542288,-122.491546,45.539841,-122.457781,1.643,A vehicle fire has the right lanes EB at 181st closed. Use caution. Ramps Affected.,,I-84 E,R,Portland,Multnomah,OR,97230,US,US/Pacific,KTTD,2021-10-07 06:53:00,47.0,47.0,86.0,30.13,10.0,S,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2021-10-07,2021,10,3,6
A-1192974,2,2021-09-27 20:33:00,2021-09-27 20:56:00,45.486857,-122.679023,45.476402,-122.678879,0.722,Slow traffic on Pacific Highway 1 S - I-5 S from Corbett Ave/Exit 298 (I-5) to Terwilliger Blvd/Exit 297 (I-5) due to accident.,,I-5 S,R,Portland,Multnomah,OR,97239,US,US/Pacific,KPDX,2021-09-27 20:53:00,56.0,56.0,87.0,29.9,10.0,SE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2021-09-27,2021,9,0,20
